New URI	Edition 1	citedRange entry.Edition 1		witnesses.Edition 1	Edition 2	citedRange vol.Edition 2	citedRange pp.Edition 2	MS 1	citedRange fol.MS 1	title syriaca-headword.Edition 1.en	title syriaca-headword.en	title.Edition 1.en	title abbreviation.en	title.en	title syriaca-headword.Edition 1.syr	title.MS 1.syr	author ref.Edition 1				relation dct---isPartOf.Edition 1	Translation 1	citedRange vol.Translation 1	lang.Translation 1
*** Syriaca Work ID	Syriac Corpus Bibl	Syriac Corpus Entry	Syriac Corpus URI	Witnesses of Syriac Corpus text	Transcribed Edition	Vols from transcribed edition (if relevant)	Pages from transcribed edition	Transcribed Manuscript	Manuscript Folios	English Title (Headword, Edition 1)	English Title (Headword, if different from Edition 1	English Title (Edition 1, if different from Headword)	English Abbreviation		Syriac Title (Headword, Edition 1)	Syriac Title (MS 1)	Author URI	Author Headword (not for export)	Is Part of Work URI	Number in Collection	Is Part of Work URI {number in collection}			
*** REQUIRED. Contains the new Syriaca.org URI to be assigned to each row.	bibl entry of Syriac Corpus in Syriaca.org	Entry title + [URI] (auto-generated)	Used to autogenerate citedRange entry.Edition 1	Names of columns containing ids of manuscripts, editions, etc. that are witnesses for this work. Separate multiple items with commas.	Use bibl URI (e.g., 2329 for Parisot)			Syriaca.org manuscript URI or shelfmark if there is no URI yet.	Folio numbers cited from MS 1	REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)					REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)	Syriac title according to source MS 1.	RECOMMENDED. (URI) The full Syriaca.org URI of the work author, according to Source 1. If there is more than 1 author from Source 1, duplicate this column.				OPTIONAL. (Syriaca.org URI) The URI of a Syriaca.org work which contains this work. Separate multiple URIs with commas. (If the URI contains commas [unlikely], replace them with "%2c".) The conversion automatically uses the value of the column name after "relation_" as the @ref of the <relation>, but currently only "possibly-identical" is defined in the column-mapping template. Triple-hyphens (---) in the @ref values are converted to colons (:) to allow prefixed namespaces. If the work should be assigned an order within the larger work, place the order number in { } after the containing work URI, separated by a space.			
8556	2331	On the Raising of Lazarus  [https://syriaccorpus.org/54]	https://syriaccorpus.org/54	MS 1				BL Oriental 5463	112r-117r		On the Raising of Lazarus 	On the Raising of Lazarus (Memra 28)				ܥܲܠ ܩܝܵܡܬܹܗ ܕܠܵܠܙܲܪ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	28	http://syriaca.org/work/8528 {28}			
8557	2331	On Palm Sunday  [https://syriaccorpus.org/55]	https://syriaccorpus.org/55	MS 1				BL Oriental 9368	160r-165r		On Palm Sunday 	On Palm Sunday (Memra 29)				ܐܚܪܸܢܐ ܕܥܸܐܕܐ ܕܐܘܼܫܥܵܢܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	29	http://syriaca.org/work/8528 {29}			
8558	2331	On Palm Sunday  [https://syriaccorpus.org/56]	https://syriaccorpus.org/56	MS 1				BL Oriental 5463	117r-120r		On Palm Sunday 	On Palm Sunday (Memra 30)				ܕܐܘܫܥ̈ܢܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	30	http://syriaca.org/work/8528 {30}			
8559	2331	Chronicle of Edessa [https://syriaccorpus.org/57]	https://syriaccorpus.org/57	Edition 2	659		1-13			Chronicle of Edessa					ܬܫ̈ܥܝܬܐ ܕܣܘܥܪ̈ܢܐ			Anonymous						
8560	2331	Against the Jews  [https://syriaccorpus.org/58]	https://syriaccorpus.org/58	Edition 2	1765	1	299-312				Against the Jews 	Against the Jews (Memra 31)			ܠܘܼܩܒܲܠ ܝܗ̄ܘܼܕܼܵܝܹ̈ܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	31	http://syriaca.org/work/8528 {31}			
8561	2331	On the Canaanite Woman  [https://syriaccorpus.org/59]	https://syriaccorpus.org/59	MS 1				Vatican Syriac 594	57v-61v [https://digi.vatlib.it/view/MSS_Vat.sir.594]		On the Canaanite Woman 	On the Canaanite Woman (Memra 32)				ܕܟܢܥܢܝܬܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	32	http://syriaca.org/work/8528 {32}			
8562	2331	On the Prodigal Son  [https://syriaccorpus.org/60]	https://syriaccorpus.org/60	MS 1				BL Oriental 5463	124v-129r		On the Prodigal Son 	On the Prodigal Son (Memra 33)				ܕܥܲܠ ܒܪܵܐ ܐܣܵܘܿܛܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	33	http://syriaca.org/work/8528 {33}			
8563	2331	On Holy Week  [https://syriaccorpus.org/61]	https://syriaccorpus.org/61	Edition 2	1765	1	313-327				On Holy Week 	On Holy Week (Memra 34)			ܕܚܲܡܫܵܒܿܫܲܒܵܐ ܕܦܸܨܚܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	34	http://syriaca.org/work/8528 {34}			
8564	2331	On the Mysteries  [https://syriaccorpus.org/62]	https://syriaccorpus.org/62	Edition 2	1765	1	270-298				On the Mysteries 	On the Mysteries (Memra 35)			ܥܲܠ ܦܘܼܫܵܩ ܐ̄ܪ̈ܵܙܹܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	35	http://syriaca.org/work/8528 {35}			
8565	2331	On the Passion  [https://syriaccorpus.org/63]	https://syriaccorpus.org/63	MS 1				BL Oriental 5463	147r-152r		On the Passion 	On the Passion (Memra 36)				ܡܲܪܒܲܥܪܘܿܒܼܬܵܐ ܕܚܲܫܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	36	http://syriaca.org/work/8528 {36}			
8566	2331	On the Repentant Thief  [https://syriaccorpus.org/64]	https://syriaccorpus.org/64	Edition 2	1765	1	327-340				On the Repentant Thief 	On the Repentant Thief (Memra 37)			ܥܲܠ ܓܲܝܵܣܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	37	http://syriaca.org/work/8528 {37}			
8567	2331	On Mysteries and Baptism  [https://syriaccorpus.org/65]	https://syriaccorpus.org/65	Edition 2	1765	1	341-356				On Mysteries and Baptism 	On Mysteries and Baptism (Memra 38)			ܥܲܠ ܐ̄ܪ̈ܙܹܐ ܕܥܹܕܿܬܵܐ ܘܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	38	http://syriaca.org/work/8528 {38}			
8568	2331	On Baptism  [https://syriaccorpus.org/66]	https://syriaccorpus.org/66	Edition 2	1765	1	356-368				On Baptism 	On Baptism (Memra 39)			ܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	39	http://syriaca.org/work/8528 {39}			
8569	2331	On the Resurrection  [https://syriaccorpus.org/67]	https://syriaccorpus.org/67	MS 1				BL Oriental 5463	164v-168v		On the Resurrection 	On the Resurrection (Memra 40)				ܡܲܪܒܚܲܕ ܒܫܲܒܵܐ ܩܲܕܝܼܫܵܐ ܕܲܩܝܵܡܬܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	40	http://syriaca.org/work/8528 {40}			
8570	2331	On the Confessors  [https://syriaccorpus.org/68]	https://syriaccorpus.org/68	Edition 2	1765	2	28-45				On the Confessors 	On the Confessors (Memra 41)			ܕܲܥܪܘܼܒܼܬܵܐ ܕܡܵܘܕܿܝܵܢܹ̈ܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	41	http://syriaca.org/work/8528 {41}			
8571	2331	On the Martyrs  [https://syriaccorpus.org/69]	https://syriaccorpus.org/69	Edition 2	1765	2	46-55				On the Martyrs 	On the Martyrs (Memra 42)			ܥܲܠ ܣܵܗ̈ܕܹܿܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	42	http://syriaca.org/work/8528 {42}			
8572	2331	On the Martyrs  [https://syriaccorpus.org/70]	https://syriaccorpus.org/70	MS 1				BL Oriental 9363	137v-141r		On the Martyrs 	On the Martyrs (Memra 43)				ܥܲܠ ܣܵܗ̈ܕܹܿܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	43	http://syriaca.org/work/8528 {43}			
8573	2331	On the New Creation  [https://syriaccorpus.org/71]	https://syriaccorpus.org/71	Edition 2	1765	2	55-72				On the New Creation 	On the New Creation (Memra 44)			ܥܲܠ ܚܘܼܕܵܬܼܵܐ ܕܲܒܼܪܝܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	44	http://syriaca.org/work/8528 {44}			
8574	2331	On the Ascension  [https://syriaccorpus.org/72]	https://syriaccorpus.org/72	MS 1				BL Oriental 5463	186v-190v		On the Ascension 	On the Ascension (Memra 45)				ܥܠ ܣܘܠܩܗ ܕܡܪܢ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	45	http://syriaca.org/work/8528 {45}			
8575	2331	On Pentecost  [https://syriaccorpus.org/73]	https://syriaccorpus.org/73	Edition 2	1765	2	72-84				On Pentecost 	On Pentecost (Memra 46)			ܥܲܠ ܝܘܿܡ ܥܹܐܕܼܵܐ ܕܦܲܢܛܹܩܘܼܣܛܹܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	46	http://syriaca.org/work/8528 {46}			
8576	2331	On the Workers in the Vineyard  [https://syriaccorpus.org/74]	https://syriaccorpus.org/74	MS 1				BL Oriental 5463	330v-336r		On the Workers in the Vineyard 	On the Workers in the Vineyard (Memra 47)				ܥܲܠ ܦܠܐܬܵܐ ܗ̇ܝ ܦܥ̈ܠܹܐ ܠܟܲܪܡܹܗ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	47	http://syriaca.org/work/8528 {47}			
8577	2331	On the Rich Man and Lazarus  [https://syriaccorpus.org/75]	https://syriaccorpus.org/75	Edition 2	1765	2	84-99				On the Rich Man and Lazarus 	On the Rich Man and Lazarus (Memra 48)			ܥܲܠ ܥܲܬܿܝܼܪܵܐ ܘܠܵܥܵܙܵܪ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	48	http://syriaca.org/work/8528 {48}			
8578	2331	On Creation of Adam and Eve  [https://syriaccorpus.org/76]	https://syriaccorpus.org/76	Edition 2	1765	2	100-113				On Creation of Adam and Eve 	On Creation of Adam and Eve (Memra 49)			ܥܲܠ ܬܘܼܩܵܢܵܐ ܕܐܵܕܼܡ ܘܚܵܘܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	49	http://syriaca.org/work/8528 {49}			
8579	2331	On Humility  [https://syriaccorpus.org/77]	https://syriaccorpus.org/77	MS 1				BL Oriental 5463	320v-325r		On Humility 	On Humility (Memra 50)				ܥܲܠ ܡܲܟܼܝܼܟܘܼܬܼܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	50	http://syriaca.org/work/8528 {50}			
8580	2331	On the Antichrist  [https://syriaccorpus.org/78]	https://syriaccorpus.org/78	MS 1				BL Oriental 9363	163v-177r		On the Antichrist 	On the Antichrist (Memra 51)				ܥܲܠ ܡܹܐܬܼܝܼܬܹܗ ܕܐܲܢܛܝܼܟܿܪܸܣܛܘܿܣ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	51	http://syriaca.org/work/8528 {51}			
8581	2331	On the Second Coming  [https://syriaccorpus.org/79]	https://syriaccorpus.org/79	Edition 2	1765	2	1-28				On the Second Coming 	On the Second Coming (Memra 52)			ܥܲܠ ܓܠܝܵܢܹܗ ܕܡܵܪܲܢ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	52	http://syriaca.org/work/8528 {52}			
8582	2331	On the Wheat and the Tares  [https://syriaccorpus.org/80]	https://syriaccorpus.org/80	MS 1				BL Oriental 5463	336r-339v		On the Wheat and the Tares 	On the Wheat and the Tares (Memra 53)				ܥܠ ܡܬܠܐ ܗ̇ܘ ܕܙܪܥܐ ܘܙܝܙ̈ܢܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	53	http://syriaca.org/work/8528 {53}			
8583	2331	On the Finding of the Holy Cross  [https://syriaccorpus.org/81]	https://syriaccorpus.org/81	Edition 2	1765	2	114-130				On the Finding of the Holy Cross 	On the Finding of the Holy Cross (Memra 54)			ܥܲܠ ܥܹܐܕܵܐ ܕܲܫܟܼܵܚܬܵܐ ܕܲܨܠܝܼܒܼܵܐ ܩܲܕܿܝܼܫܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	54	http://syriaca.org/work/8528 {54}			
8584	2331	On the Bronze Serpent  [https://syriaccorpus.org/82]	https://syriaccorpus.org/82	MS 1				BL Oriental 5463	199v-203v		On the Bronze Serpent 	On the Bronze Serpent (Memra 55)				ܥܲܠ ܚܸܘܝܵܐ ܕܲܢܚܵܫܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	55	http://syriaca.org/work/8528 {55}			
8585	2331	On the Incarnation of Christ  [https://syriaccorpus.org/83]	https://syriaccorpus.org/83	MS 1				BL Oriental 5463	203v-207v		On the Incarnation of Christ 	On the Incarnation of Christ (Memra 56)				ܥܲܠ ܦܲܓܼܪܵܢܘܼܬܗ ܕܡܵܪܲܢ ܡܫܝܼܚܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	56	http://syriaca.org/work/8528 {56}			
8586	2331	On the Tabernacle  [https://syriaccorpus.org/84]	https://syriaccorpus.org/84	MS 1				BL Oriental 5463	207v-211r		On the Tabernacle 	On the Tabernacle (Memra 57)				ܥܲܠ ܬܘܼܩܵܢܵܐ ܕܡܲܫܟܵܢ ܙܲܒܼܢܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	57	http://syriaca.org/work/8528 {57}			
8587	2331	On Isaiah's Vision  [https://syriaccorpus.org/85]	https://syriaccorpus.org/85	Edition 2	1765	2	131-144				On Isaiah's Vision 	On Isaiah's Vision (Memra 58)			ܥܲܠ ܚܙܵܬ̣ܵܐ ܕܲܣܪ̈ܵܦܹܐ ܕܲܚܙܵܐ ܐܹܫܲܥܝܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	58	http://syriaca.org/work/8528 {58}			
8588	2331	On the Church and the Priesthood  [https://syriaccorpus.org/86]	https://syriaccorpus.org/86	Edition 2	1765	2	144-156				On the Church and the Priesthood 	On the Church and the Priesthood (Memra 59)			ܥܲܠ ܥܹܕܿܬܵܐ ܘܥܲܠ ܟܵܗܢܘܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	59	http://syriaca.org/work/8528 {59}			
8589	2331	On the Dedication of the Church  [https://syriaccorpus.org/87]	https://syriaccorpus.org/87	Edition 2	1765	2	156-167				On the Dedication of the Church 	On the Dedication of the Church (Memra 60)			ܥܲܠ ܩܘܼܕܵܫܥܹܕܿܬܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	60	http://syriaca.org/work/8528 {60}			
8590	2331	On Creation II  [https://syriaccorpus.org/88]	https://syriaccorpus.org/88	Edition 2	1765	2	168-180				On Creation II 	On Creation II (Memra 61)			ܥܲܠ ܒܪܵܫܝܼܬܼ ܘܥܲܠ ܐܝܼܬܼܘܼܬܹܗ ܕܐܲܠܵܗܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	61	http://syriaca.org/work/8528 {61}			
8591	2331	On Creation III  [https://syriaccorpus.org/89]	https://syriaccorpus.org/89	Edition 2	1765	2	180-192				On Creation III 	On Creation III (Memra 62)			ܥܲܠ ܬܘܼܩܵܢܵܗ̇ ܕܲܒܼܪܝܼܬܼܵܐ ܘܡܵܘܕܲܥ ܐܵܦ ܥܲܠ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	62	http://syriaca.org/work/8528 {62}			
8592	2331	On Creation I  [https://syriaccorpus.org/90]	https://syriaccorpus.org/90	Edition 2	1765	2	193-207				On Creation I 	On Creation I (Memra 63)			ܥܲܠ ܬܘܼܩܵܢܵܐ ܕܲܒܼܪܝܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	63	http://syriaca.org/work/8528 {63}			
8593	2331	On Creation V  [https://syriaccorpus.org/91]	https://syriaccorpus.org/91	Edition 2	1765	2	207-222				On Creation V 	On Creation V (Memra 64)			ܥܲܠ ܬܘܼܩܵܢܵܐ ܕܡܲܠܲܐܟܹ̈ܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	64	http://syriaca.org/work/8528 {64}			
8594	2331	On Creation VI  [https://syriaccorpus.org/92]	https://syriaccorpus.org/92	Edition 2	1765	2	222-237				On Creation VI 	On Creation VI (Memra 65)			ܥܲܠ ܕܘܼܒܵܪܵܐ ܕܡܲܠܲܐܟܹ̈ܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	65	http://syriaca.org/work/8528 {65}			
8595	2331	On the Soul  [https://syriaccorpus.org/93]	https://syriaccorpus.org/93	Edition 2	1765	2	238-254				On the Soul 	On the Soul (Memra 66)			ܥܲܠ ܡܝܲܬܿܪܘܼܬܼܵܐ ܕܢܲܦܫܵܐ ܘܕܲܐܝܼܟܲܢܵܐ ܡܦܲܪܢܣܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	66	http://syriaca.org/work/8528 {66}			
8596	2331	On the Blessing of Noah  [https://syriaccorpus.org/94]	https://syriaccorpus.org/94	MS 1				BL Oriental 5463	253r-257r		On the Blessing of Noah 	On the Blessing of Noah (Memra 67)				ܥܲܠ ܒܘܼܪ̈ܟܬܵܐ ܕܝܲܗ̣ܒ ܢܘܿܚ ܠܲܒܢܵܘ̈ܗܝ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	67	http://syriaca.org/work/8528 {67}			
8597	2331	On the Tower of Babel  [https://syriaccorpus.org/95]	https://syriaccorpus.org/95	MS 1				BL Oriental 5463	257r-262r		On the Tower of Babel 	On the Tower of Babel (Memra 68)				ܥܲܠ ܡܲܓܕܠܵܐ ܕܒܵܒܸܠ ܘܥܲܠ ܦܘܼܠܵܓܼ ܠܸܫܢܹ̈ܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	68	http://syriaca.org/work/8528 {68}			
8598	2331	On Job  [https://syriaccorpus.org/96]	https://syriaccorpus.org/96	Edition 2	1765	2	254-264				On Job 	On Job (Memra 69)			ܥܲܠ ܐܝܼܘܿܒܼ ܙܲܕܿܝܼܩܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	69	http://syriaca.org/work/8528 {69}			
8599	2331	On Joseph  [https://syriaccorpus.org/97]	https://syriaccorpus.org/97	Edition 2	1765	2	265-288				On Joseph 	On Joseph (Memra 70)			ܥܲܠ ܝܵܘܣܸܦ ܟܲܕܼ ܙܲܒܿܢܘܼܗܝ ܐܲܚܵܘ̈ܗܝ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	70	http://syriaca.org/work/8528 {70}			
8600	2331	On the Flood  [https://syriaccorpus.org/98]	https://syriaccorpus.org/98	MS 1				BL Oriental 5463	92r-97v		On the Flood 	On the Flood (Memra 71)				ܥܲܠ ܛܵܘܦܵܢܵܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	71	http://syriaca.org/work/8528 {71}			
8601	2331	On the Miracles of Moses  [https://syriaccorpus.org/99]	https://syriaccorpus.org/99	Edition 2	1765	2	288-302				On the Miracles of Moses 	On the Miracles of Moses (Memra 72)			ܥܲܠ ܓܲܒܼܝܘܼܬܹܗ ܕܡܘܼܫܹܐ: ܘܥܲܠ ܢܘܼܪܵܐ ܕܲܚܙܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	72	http://syriaca.org/work/8528 {72}			
8602	2331	On Samson  [https://syriaccorpus.org/101]	https://syriaccorpus.org/101	Edition 2	1765	2	303-314				On Samson 	On Samson (Memra 73)			ܥܲܠ ܫܸܡܫܘܿܢ ܓܲܢ̄ܒܵܪܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	73	http://syriaca.org/work/8528 {73}			
8603	2331	On David and Saul  [https://syriaccorpus.org/102]	https://syriaccorpus.org/102	MS 1				BL Oriental 5463	270r-275v		On David and Saul 	On David and Saul (Memra 74)				ܥܠ ܕܘܼܝܼܕ ܘܫܐܘܿ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	74	http://syriaca.org/work/8528 {74}			
8604	2331	On Solomon  [https://syriaccorpus.org/103]	https://syriaccorpus.org/103	MS 1				BL Oriental 5463	275v-279r		On Solomon 	On Solomon (Memra 75)				ܥܲܠ ܫܠܹܝܡܘܿܢ ܘܥܲܠ ܓܒܝܼܬܹܗ ܘܥܲܠ ܕܝܢܘܼܬܹܗ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	75	http://syriaca.org/work/8528 {75}			
8605	2331	On Enoch and Elijah  [https://syriaccorpus.org/104]	https://syriaccorpus.org/104	MS 1				BL Oriental 5463	247v-253r		On Enoch and Elijah 	On Enoch and Elijah (Memra 76)				ܥܲܠ ܫܘܼܢܚܹܗ ܕܚܢܘܿܟ ܘܕܐܠܝܐ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	76	http://syriaca.org/work/8528 {76}			
8606	2331	On the Three Children  [https://syriaccorpus.org/105]	https://syriaccorpus.org/105	Edition 2	1765	2	314-328				On the Three Children 	On the Three Children (Memra 77)			ܥܲܠ ܚܲܢܲܢܝܵܐ ܘܥܲܙܲܪܝܵܐ ܘܡܝܼܫܵܐܹܝܠ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	77	http://syriaca.org/work/8528 {77}			
8607	2331	On Reproof of the Clergy  [https://syriaccorpus.org/106]	https://syriaccorpus.org/106	Edition 2	1765	2	328-339				On Reproof of the Clergy 	On Reproof of the Clergy (Memra 78)			ܥܲܠ ܡܲܟܿܣܵܢܘܼܬܼܵܐ ܕܟܼܵܗܢܹ̈ܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	78	http://syriaca.org/work/8528 {78}			
8608	2331	On Reproof  [https://syriaccorpus.org/107]	https://syriaccorpus.org/107	Edition 2	1765	2	340-352				On Reproof 	On Reproof (Memra 79)			ܥܲܠ ܡܲܟܿܣܵܢܘܼܬܼܵܐ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	79	http://syriaca.org/work/8528 {79}			
8609	2331	On the Reproof of Women  [https://syriaccorpus.org/108]	https://syriaccorpus.org/108	Edition 2	1765	2	353-365				On the Reproof of Women 	On the Reproof of Women (Memra 80)			ܥܲܠ ܡܲܟܼܣܵܢܘܼܬܼܵܐ ܕܒܼܢܵܬܼ̈ ܚܵܘܵܐ ܘܥܲܒܠ		http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	80	http://syriaca.org/work/8528 {80}			
8610	2331	On John 1:14  [https://syriaccorpus.org/109]	https://syriaccorpus.org/109	MS 1				BL Oriental 5463	340r-343r		On John 1:14 	On John 1:14 (Memra 81)				ܥܲܠ ܗ̇ܝ ܕܡܸܠܬܼܵܐ ܒܸܣܪܵܐ ܗܘ̤ܵܐ ܘܐܲܓܸܢ ܒܲܢ	http://syriaca.org/person/650	Narsai	http://syriaca.org/work/8528	1	http://syriaca.org/work/8528 {1}			
8611	2331	On Joseph (Memra 2) [https://syriaccorpus.org/110]	https://syriaccorpus.org/110	MS 1				Vatican Syriac 117	415v-417v	On Joseph (Memra 2)						ܡܺܐܡܪܳܐ ܕܰܬܪܶܝܢ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	2	http://syriaca.org/work/8526 {2}			
8612	2331	On Joseph (Memra 3) [https://syriaccorpus.org/111]	https://syriaccorpus.org/111	MS 1				Vatican Syriac 117	417v-419v	On Joseph (Memra 3)						ܡܺܐܡܪܳܐ ܕܰܬܠܳܬ݂ܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	3	http://syriaca.org/work/8526 {3}			
8613	2331	On Joseph (Memra 4) [https://syriaccorpus.org/112]	https://syriaccorpus.org/112	MS 1				Vatican Syriac 117	412b-32a [https://digi.vatlib.it/view/MSS_Vat.sir.117]	On Joseph (Memra 4)						ܡܺܐܡܪܳܐ ܕܰܐܪܒܥܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	4	http://syriaca.org/work/8526 {4}			
8614	2331	On Joseph (Memra 5) [https://syriaccorpus.org/113]	https://syriaccorpus.org/113	MS 1				Vatican Syriac 117	420r-422r	On Joseph (Memra 5)						ܡܺܐܡܪܳܐ ܕܚܰܡܫܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	5	http://syriaca.org/work/8526 {5}			
8615	2331	On Joseph (Memra 6) [https://syriaccorpus.org/114]	https://syriaccorpus.org/114	MS 1				Vatican Syriac 117	422r-424r	On Joseph (Memra 6)						ܡܺܐܡܪܳܐ ܕܶܫܬܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	6	http://syriaca.org/work/8526 {6}			
8616	2331	On Joseph (Memra 7) [https://syriaccorpus.org/115]	https://syriaccorpus.org/115	MS 1				Vatican Syriac 117	424r-426r	On Joseph (Memra 7)						ܡܺܐܡܪܳܐ ܕܫܰܒܥܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	7	http://syriaca.org/work/8526 {7}			
8617	2331	On Joseph (Memra 8) [https://syriaccorpus.org/116]	https://syriaccorpus.org/116	MS 1				Vatican Syriac 117	426r-?	On Joseph (Memra 8)						ܡܺܐܡܪܳܐ ܕܰܬܡܳܢܝܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	8	http://syriaca.org/work/8526 {8}			
8618	2331	On Joseph (Memra 9) [https://syriaccorpus.org/117]	https://syriaccorpus.org/117	MS 1				Vatican Syriac 117	?-432r	On Joseph (Memra 9)						ܡܺܐܡܪܳܐ ܕܬܶܫܥܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	9	http://syriaca.org/work/8526 {9}			
8619	2331	On Joseph (Memra 10) [https://syriaccorpus.org/118]	https://syriaccorpus.org/118	MS 1				Vatican Syriac 117	432r-434v	On Joseph (Memra 10)						ܡܺܐܡܪܳܐ ܕܥܶܣܪܳܐ ܕܥܰܠ ܝܰܘܣܶܦ	http://syriaca.org/person/42	Jacob of Serugh	http://syriaca.org/work/8526	10	http://syriaca.org/work/8526 {10}			
8620	2331	Odes of Solomon								Odes of Solomon								Anonymous	http://syriaca.org/work/8620		http://syriaca.org/work/8620			
8621	2331	Ode 3 [https://syriaccorpus.org/146]	https://syriaccorpus.org/146	Edition 2	2455					Ode 3								Anonymous	http://syriaca.org/work/8620	3	http://syriaca.org/work/8620 {3}			
