New URI	Edition 1	citedRange entry.Edition 1		witnesses.Edition 1	Edition 2	citedRange vol.Edition 2	citedRange pp.Edition 2	MS 1	citedRange fol.MS 1	title syriaca-headword.Edition 1.en	title syriaca-headword.en	title.Edition 1.en	title abbreviation.en	title.en	title syriaca-headword.Edition 1.syr	title.MS 1.syr	author ref.Edition 1				relation dct---isPartOf.Edition 1	Translation 1	citedRange vol.Translation 1	lang.Translation 1
*** Syriaca Work ID	Syriac Corpus Bibl	Syriac Corpus Entry	Syriac Corpus URI	Witnesses of Syriac Corpus text	Transcribed Edition	Vols from transcribed edition (if relevant)	Pages from transcribed edition	Transcribed Manuscript	Manuscript Folios	English Title (Headword, Edition 1)	English Title (Headword, if different from Edition 1	English Title (Edition 1, if different from Headword)	English Abbreviation		Syriac Title (Headword, Edition 1)	Syriac Title (MS 1)	Author URI	Author Headword (not for export)	Is Part of Work URI	Number in Collection	Is Part of Work URI {number in collection}			
*** REQUIRED. Contains the new Syriaca.org URI to be assigned to each row.	bibl entry of Syriac Corpus in Syriaca.org	Entry title + [URI] (auto-generated)	Used to autogenerate citedRange entry.Edition 1	Names of columns containing ids of manuscripts, editions, etc. that are witnesses for this work. Separate multiple items with commas.	Use bibl URI (e.g., 2329 for Parisot)			Syriaca.org manuscript URI or shelfmark if there is no URI yet.	Folio numbers cited from MS 1	REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)					REQUIRED. (text) The display name used in Syriaca page titles, etc. Each row must have at least 1 cell with a "title syriaca-headword" value, in English ("en"), transliteration (e.g., "en-x-gedsh"), or Syriac ("syr"). This can have a source but doesn't have to. (See http://syriaca.org/exist/apps/srophe/documentation/headwords.html)	Syriac title according to source MS 1.	RECOMMENDED. (URI) The full Syriaca.org URI of the work author, according to Source 1. If there is more than 1 author from Source 1, duplicate this column.				OPTIONAL. (Syriaca.org URI) The URI of a Syriaca.org work which contains this work. Separate multiple URIs with commas. (If the URI contains commas [unlikely], replace them with "%2c".) The conversion automatically uses the value of the column name after "relation_" as the @ref of the <relation>, but currently only "possibly-identical" is defined in the column-mapping template. Triple-hyphens (---) in the @ref values are converted to colons (:) to allow prefixed namespaces. If the work should be assigned an order within the larger work, place the order number in { } after the containing work URI, separated by a space.			
8701	2331	Homily 11 [https://syriaccorpus.org/224]	https://syriaccorpus.org/224	Edition 2	1819		132-146			Homily 11					ܕܐܪ̈ܒܥܐ			Pseudo-Clement	http://syriaca.org/work/8695	11	http://syriaca.org/work/8695 {11}			
8702	2331	Homily 12 [https://syriaccorpus.org/225]	https://syriaccorpus.org/225	Edition 2	1819		146-154			Homily 12					ܕܡܢ ܛܪܝܦܘܠܣ ܕܦܝܢܝܩܐ			Pseudo-Clement	http://syriaca.org/work/8695	12	http://syriaca.org/work/8695 {12}			
8703	2331	Homily 13 [https://syriaccorpus.org/226]	https://syriaccorpus.org/226	Edition 2	1819		154-162			Homily 13								Pseudo-Clement	http://syriaca.org/work/8695	13	http://syriaca.org/work/8695 {13}			
8704	2331	Homily 14 [https://syriaccorpus.org/227]	https://syriaccorpus.org/227	Edition 2	1819		162-167			Homily 14					ܡܐܡܪܐ ܕܐܪܒܬܥܣܪ̈			Pseudo-Clement	http://syriaca.org/work/8695	14	http://syriaca.org/work/8695 {14}			
8705	2331	Commentaries on the Old Testament								Commentaries on the Old Testament							http://syriaca.org/person/212	Dionysius bar Salibi						
8706	2331	Literal Commentary on Genesis [https://syriaccorpus.org/228]	https://syriaccorpus.org/228	MS 1				SOAH 00013	1-83	Literal Commentary on Genesis					ܣܦܪܐ ܕܒܪܝܬܐ ܣܘܥܪܢܐܝܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	1	http://syriaca.org/work/8705 {1}			
8707	2331	Literal Commentary on Exodus [https://syriaccorpus.org/229]	https://syriaccorpus.org/229	MS 1				SOAH 00013	83-133	Literal Commentary on Exodus					ܦܘܼܫܩܐ ܣܘܥܪܢܝܐ ܕܣܦܪܐ ܕܬܪܝܢ ܕܡܿܟܢܼܫ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	2	http://syriaca.org/work/8705 {2}			
8708	2331	Literal Commentary on Leviticus [https://syriaccorpus.org/230]	https://syriaccorpus.org/230	MS 1				SOAH 00013	133-157	Literal Commentary on Leviticus					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪܐ ܕܬܠܬ ܕܡܬܼܩܪܐ ܕܟܗ̈ܢܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	3	http://syriaca.org/work/8705 {3}			
8709	2331	LIteral Commentary on Numbers [https://syriaccorpus.org/231]	https://syriaccorpus.org/231	MS 1				SOAH 00013	157-200	LIteral Commentary on Numbers					ܦܘܼܫܩܐ ܕܣܦܪܐ ܪܒܝܼܥܝܐ ܕܡܬܼܩܪܐ ܕܡܢܝܢܐ ܕܡܦܫܩ ܣܘܥܪܢܐܝܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	4	http://syriaca.org/work/8705 {4}			
8710	2331	Literal Commentary on Deuteronomy [https://syriaccorpus.org/232]	https://syriaccorpus.org/232	MS 1				SOAH 00013	201-233	Literal Commentary on Deuteronomy					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪܐ ܚܡܝܼܫܝܐ ܕܡܘܫܐ ܕܡܬܩܪܐ ܬܢܝܢ ܢܡܘܿܣܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	5	http://syriaca.org/work/8705 {5}			
8711	2331	Literal Commentary on Job [https://syriaccorpus.org/233]	https://syriaccorpus.org/233	MS 1				SOAH 00013	233-270	Literal Commentary on Job					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܟܬܒܐ ܕܐܝܘܒ ܒܙܥܘܪ̈ܝܬܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	6	http://syriaca.org/work/8705 {6}			
8712	2331	Literal Commentary on Joshua [https://syriaccorpus.org/234]	https://syriaccorpus.org/234	MS 1				SOAH 00013	270-273	Literal Commentary on Joshua					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܝܫܘܿܥ ܒܪܢܘܿܢ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	7	http://syriaca.org/work/8705 {7}			
8713	2331	Literal Commentary on Judges [https://syriaccorpus.org/235]	https://syriaccorpus.org/235	MS 1				SOAH 00013	273-277	Literal Commentary on Judges					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܫܦ̈ܐܛܐ ܒܙܒܢܐ ܕܕܝ̈ܢܿܐ ܠܝܬ ܗܼܘܐ ܒܝܣܪܐܝܠ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	8	http://syriaca.org/work/8705 {8}			
8714	2331	Literal Commentary on Samuel [https://syriaccorpus.org/236]	https://syriaccorpus.org/236	MS 1				SOAH 00013	277-283	Literal Commentary on Samuel					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܫܡܘܐܝܠ ܢܒܝܐ ܫܡܘܐܝܠ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	9	http://syriaca.org/work/8705 {9}			
8715	2331	Literal Commentary on Kings [https://syriaccorpus.org/237]	https://syriaccorpus.org/237	MS 1				SOAH 00013	283-293	Literal Commentary on Kings					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪ ܡܠ̈ܟܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	10	http://syriaca.org/work/8705 {10}			
8716	2331	Literal Commentary on the Psalms [https://syriaccorpus.org/238]	https://syriaccorpus.org/238	MS 1				SOAH 00013	293-368	Literal Commentary on the Psalms					ܦܘܼܫܩܐ ܣܘܥܪܢܝܐ ܕܟܬܒܐ ܕܡܙܡܘܪ̈ܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	11	http://syriaca.org/work/8705 {11}			
8717	2331	Literal Commentary on Proverbs [https://syriaccorpus.org/239]	https://syriaccorpus.org/239	MS 1				SOAH 00012	1-35	Literal Commentary on Proverbs					ܦܘܼܫܩܐ ܕܡ̈ܬܠܐ ܐܝܟ ܡܦܩܼܬܐ ܦܫܝܼܛܬܐ ܡܢܬܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	12	http://syriaca.org/work/8705 {12}			
8718	2331	Literal Commentary on Ecclesiastes [https://syriaccorpus.org/240]	https://syriaccorpus.org/240	MS 1				SOAH 00012	52-80	Literal Commentary on Ecclesiastes					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܟܬܒܐ ܕܩܘܼܗܠܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	13	http://syriaca.org/work/8705 {13}			
8719	2331	Literal Commentary on the Song of Songs [https://syriaccorpus.org/241]	https://syriaccorpus.org/241	MS 1				SOAH 00012	109-113	Literal Commentary on the Song of Songs					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܒܡ̈ܢܘܬܐ ܡܼܢ ܫܐܪܬ݀ ܫܐܪ̈ܝܼܢ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	14	http://syriaca.org/work/8705 {14}			
8720	2331	Literal Commentary on Isaiah [https://syriaccorpus.org/242]	https://syriaccorpus.org/242	MS 1				SOAH 00012	148-202 (220?)	Literal Commentary on Isaiah					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܐܫܥܝܐ ܢܒܝܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	15	http://syriaca.org/work/8705 {15}			
8721	2331	Literal and Spiritual Commentary on Jeremiah [https://syriaccorpus.org/243]	https://syriaccorpus.org/243	MS 1				SOAH 00012	277-338	Literal and Spiritual Commentary on Jeremiah					ܦܘܼܫܩܐ ܕܬܠܬܐ ܕܟܬܒܐ ܕܐܪܡܝܐ ܢܒܝܐ ܣܘܼܥܪܢܝܐ ܘܪܘܼܚܢܝܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	16	http://syriaca.org/work/8705 {16}			
8722	2331	Literal Commentary on Ezekiel [https://syriaccorpus.org/244]	https://syriaccorpus.org/244	MS 1				SOAH 00012	338-402	Literal Commentary on Ezekiel					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܚܙܩܝܐܝܠ ܢܒܝܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	17	http://syriaca.org/work/8705 {17}			
8723	2331	Literal Commentary on Daniel [https://syriaccorpus.org/245]	https://syriaccorpus.org/245	MS 1				SOAH 00012	425-454	Literal Commentary on Daniel					ܦܘܼܫܩܐ ܕܟܬܒܐ ܕܕܢܝܐܝܠ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	18	http://syriaca.org/work/8705 {18}			
8724	2331	Literal Commentary on Hosea [https://syriaccorpus.org/246]	https://syriaccorpus.org/246	MS 1				SOAH 00012	470-483	Literal Commentary on Hosea					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܗܘܼܫܥ ܢܒܝܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	19	http://syriaca.org/work/8705 {19}			
8725	2331	Literal Commentary on Joel [https://syriaccorpus.org/247]	https://syriaccorpus.org/247	MS 1				SOAH 00012	488-491	Literal Commentary on Joel					ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܝܘܿܐܝܠ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	20	http://syriaca.org/work/8705 {20}			
8726	2331	Literal Commentary on Amos [https://syriaccorpus.org/248]	https://syriaccorpus.org/248	MS 1				SOAH 00012	492-500	Literal Commentary on Amos					ܦܘܼܫܩܐ ܕܥܡܘܿܣ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	21	http://syriaca.org/work/8705 {21}			
8727	2331	Literal Commentary on Obadiah [https://syriaccorpus.org/249]	https://syriaccorpus.org/249	MS 1				SOAH 00012	502-504	Literal Commentary on Obadiah					ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܥܘܼܒܕܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	22	http://syriaca.org/work/8705 {22}			
8728	2331	Literal Commentary on Jonah [https://syriaccorpus.org/250]	https://syriaccorpus.org/250	MS 1				SOAH 00012	504-507	Literal Commentary on Jonah					ܦܘܼܫܩܐ ܕܝܘܢܢ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	23	http://syriaca.org/work/8705 {23}			
8729	2331	Literal Commentary on Micah [https://syriaccorpus.org/251]	https://syriaccorpus.org/251	MS 1				SOAH 00012	507-515	Literal Commentary on Micah					ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܡܝܼ̣ܐ ܣܘܼܥܪܢܐܝܼܬ ܡܝܼܟܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	24	http://syriaca.org/work/8705 {24}			
8730	2331	Literal Commentary on Nahum [https://syriaccorpus.org/252]	https://syriaccorpus.org/252	MS 1				SOAH 00012	515-519	Literal Commentary on Nahum					ܢܘܼܗܪܐ ܕܢܚܘܡ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	25	http://syriaca.org/work/8705 {25}			
8731	2331	Litral Commentary on Habakkuk [https://syriaccorpus.org/253]	https://syriaccorpus.org/253	MS 1				SOAH 00012	519-525	Litral Commentary on Habakkuk					ܢܘܼܗܪܐ ܕܚܒܩܘܿܩ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	26	http://syriaca.org/work/8705 {26}			
8732	2331	Literal Commentary on Zephaniah [https://syriaccorpus.org/254]	https://syriaccorpus.org/254	MS 1				SOAH 00012	525-529	Literal Commentary on Zephaniah					ܢܘܗܪܐ ܣܘܼܥܪܢܝܐ ܕܨܦܢܝܐ ܢܒܝܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	27	http://syriaca.org/work/8705 {27}			
8733	2331	Literal Commentary on Haggai [https://syriaccorpus.org/255]	https://syriaccorpus.org/255	MS 1				SOAH 00012	529-532	Literal Commentary on Haggai					ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܢܒܝܘܼܬܗ ܕܚܓܝ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	28	http://syriaca.org/work/8705 {28}			
8734	2331	Literal Commentary on Zechariah [https://syriaccorpus.org/256]	https://syriaccorpus.org/256	MS 1				SOAH 00012	532-556	Literal Commentary on Zechariah					ܦܘܼܫܩܐ ܕܙܟܪܝܐ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	29	http://syriaca.org/work/8705 {29}			
8735	2331	Literal Commentary on Malachi [https://syriaccorpus.org/257]	https://syriaccorpus.org/257	MS 1				SOAH 00012	556-560	Literal Commentary on Malachi					ܢܘܼܗܪܐ ܕܡܠܐܟܝܼ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	30	http://syriaca.org/work/8705 {30}			
8736	2331	Commentary on Ben Sira [https://syriaccorpus.org/258]	https://syriaccorpus.org/258	MS 1				SOAH 00012	560-576	Commentary on Ben Sira					ܦܘܼܫܩܐ ܕܟܬܒܐ ܕܒܪ ܐܣܝܼܪܐ		http://syriaca.org/person/212	Dionysius bar Salibi	http://syriaca.org/work/8705	31	http://syriaca.org/work/8705 {31}			
8737	2331	Hymns on Nisibis								Hymns on Nisibis					ܦܢܩܝܬܐ ܕܡܕܪ̈ܫܐ ܕܢܨܝܒܝܢ ܕܣܝܡܝܢ ܠܛܘܒܢܐ ܡܪܝ ܐܦܪܝܡ		http://syriaca.org/person/13	Ephrem the Syrian						
8738	2331	Hymn 1 on Nisibis [https://syriaccorpus.org/259]	https://syriaccorpus.org/259	Edition 2						Hymn 1 on Nisibis			H. Nis. 1	Madrasha 1 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	1	http://syriaca.org/work/8737 {1}			
8739	2331	Hymn 2 on Nisibis [https://syriaccorpus.org/260]	https://syriaccorpus.org/260	Edition 2						Hymn 2 on Nisibis			H. Nis. 2	Madrasha 2 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	2	http://syriaca.org/work/8737 {2}			
8740	2331	Hymn 3 on Nisibis [https://syriaccorpus.org/261]	https://syriaccorpus.org/261	Edition 2						Hymn 3 on Nisibis			H. Nis. 3	Madrasha 3 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	3	http://syriaca.org/work/8737 {3}			
8741	2331	Hymn 4 on Nisibis [https://syriaccorpus.org/262]	https://syriaccorpus.org/262	Edition 2						Hymn 4 on Nisibis			H. Nis. 4	Madrasha 4 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	4	http://syriaca.org/work/8737 {4}			
8742	2331	Hymn 5 on Nisibis [https://syriaccorpus.org/263]	https://syriaccorpus.org/263	Edition 2						Hymn 5 on Nisibis			H. Nis. 5	Madrasha 5 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	5	http://syriaca.org/work/8737 {5}			
8743	2331	Hymn 6 on Nisibis [https://syriaccorpus.org/264]	https://syriaccorpus.org/264	Edition 2						Hymn 6 on Nisibis			H. Nis. 6	Madrasha 6 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	6	http://syriaca.org/work/8737 {6}			
8744	2331	Hymn 7 on Nisibis [https://syriaccorpus.org/265]	https://syriaccorpus.org/265	Edition 2						Hymn 7 on Nisibis			H. Nis. 7	Madrasha 7 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	7	http://syriaca.org/work/8737 {7}			
8745	2331	Hymn 9 on Nisibis [https://syriaccorpus.org/266]	https://syriaccorpus.org/266	Edition 2						Hymn 9 on Nisibis			H. Nis. 9	Madrasha 9 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	9	http://syriaca.org/work/8737 {9}			
8746	2331	Hymn 10 on Nisibis [https://syriaccorpus.org/267]	https://syriaccorpus.org/267	Edition 2						Hymn 10 on Nisibis			H. Nis. 10	Madrasha 10 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	10	http://syriaca.org/work/8737 {10}			
8747	2331	Hymn 11 on Nisibis [https://syriaccorpus.org/268]	https://syriaccorpus.org/268	Edition 2						Hymn 11 on Nisibis			H. Nis. 11	Madrasha 11 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	11	http://syriaca.org/work/8737 {11}			
8748	2331	Hymn 12 on Nisibis [https://syriaccorpus.org/269]	https://syriaccorpus.org/269	Edition 2						Hymn 12 on Nisibis			H. Nis. 12	Madrasha 12 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	12	http://syriaca.org/work/8737 {12}			
8749	2331	Hymn 13 on Nisibis [https://syriaccorpus.org/270]	https://syriaccorpus.org/270	Edition 2						Hymn 13 on Nisibis			H. Nis. 13	Madrasha 13 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	13	http://syriaca.org/work/8737 {13}			
8750	2331	Hymn 14 on Nisibis [https://syriaccorpus.org/271]	https://syriaccorpus.org/271	Edition 2						Hymn 14 on Nisibis			H. Nis. 14	Madrasha 14 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	14	http://syriaca.org/work/8737 {14}			
8751	2331	Hymn 15 on Nisibis [https://syriaccorpus.org/272]	https://syriaccorpus.org/272	Edition 2						Hymn 15 on Nisibis			H. Nis. 15	Madrasha 15 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	15	http://syriaca.org/work/8737 {15}			
8752	2331	Hymn 16 on Nisibis [https://syriaccorpus.org/273]	https://syriaccorpus.org/273	Edition 2						Hymn 16 on Nisibis			H. Nis. 16	Madrasha 16 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	16	http://syriaca.org/work/8737 {16}			
8753	2331	Hymn 17 on Nisibis [https://syriaccorpus.org/274]	https://syriaccorpus.org/274	Edition 2						Hymn 17 on Nisibis			H. Nis. 17	Madrasha 17 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	17	http://syriaca.org/work/8737 {17}			
8754	2331	Hymn 18 on Nisibis [https://syriaccorpus.org/275]	https://syriaccorpus.org/275	Edition 2						Hymn 18 on Nisibis			H. Nis. 18	Madrasha 18 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	18	http://syriaca.org/work/8737 {18}			
8755	2331	Hymn 19 on Nisibis [https://syriaccorpus.org/276]	https://syriaccorpus.org/276	Edition 2						Hymn 19 on Nisibis			H. Nis. 19	Madrasha 19 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	19	http://syriaca.org/work/8737 {19}			
8756	2331	Hymn 20 on Nisibis [https://syriaccorpus.org/277]	https://syriaccorpus.org/277	Edition 2						Hymn 20 on Nisibis			H. Nis. 20	Madrasha 20 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	20	http://syriaca.org/work/8737 {20}			
8757	2331	Hymn 21 on Nisibis [https://syriaccorpus.org/278]	https://syriaccorpus.org/278	Edition 2						Hymn 21 on Nisibis			H. Nis. 21	Madrasha 21 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	21	http://syriaca.org/work/8737 {21}			
8758	2331	Hymn 25 on Nisibis [https://syriaccorpus.org/279]	https://syriaccorpus.org/279	Edition 2						Hymn 25 on Nisibis			H. Nis. 25	Madrasha 25 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	25	http://syriaca.org/work/8737 {25}			
8759	2331	Hymn 26 on Nisibis [https://syriaccorpus.org/280]	https://syriaccorpus.org/280	Edition 2						Hymn 26 on Nisibis			H. Nis. 26	Madrasha 26 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	26	http://syriaca.org/work/8737 {26}			
8760	2331	Hymn 27 on Nisibis [https://syriaccorpus.org/281]	https://syriaccorpus.org/281	Edition 2						Hymn 27 on Nisibis			H. Nis. 27	Madrasha 27 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	27	http://syriaca.org/work/8737 {27}			
8761	2331	Hymn 28 on Nisibis [https://syriaccorpus.org/282]	https://syriaccorpus.org/282	Edition 2						Hymn 28 on Nisibis			H. Nis. 28	Madrasha 28 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	28	http://syriaca.org/work/8737 {28}			
8762	2331	Hymn 29 on Nisibis [https://syriaccorpus.org/283]	https://syriaccorpus.org/283	Edition 2						Hymn 29 on Nisibis			H. Nis. 29	Madrasha 29 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	29	http://syriaca.org/work/8737 {29}			
8763	2331	Hymn 30 on Nisibis [https://syriaccorpus.org/284]	https://syriaccorpus.org/284	Edition 2						Hymn 30 on Nisibis			H. Nis. 30	Madrasha 30 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	30	http://syriaca.org/work/8737 {30}			
8764	2331	Hymn 31 on Nisibis [https://syriaccorpus.org/285]	https://syriaccorpus.org/285	Edition 2						Hymn 31 on Nisibis			H. Nis. 31	Madrasha 31 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	31	http://syriaca.org/work/8737 {31}			
8765	2331	Hymn 32 on Nisibis [https://syriaccorpus.org/286]	https://syriaccorpus.org/286	Edition 2						Hymn 32 on Nisibis			H. Nis. 32	Madrasha 32 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	32	http://syriaca.org/work/8737 {32}			
8766	2331	Hymn 33 on Nisibis [https://syriaccorpus.org/287]	https://syriaccorpus.org/287	Edition 2						Hymn 33 on Nisibis			H. Nis. 33	Madrasha 33 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	33	http://syriaca.org/work/8737 {33}			
8767	2331	Hymn 34 on Nisibis [https://syriaccorpus.org/288]	https://syriaccorpus.org/288	Edition 2						Hymn 34 on Nisibis			H. Nis. 34	Madrasha 34 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	34	http://syriaca.org/work/8737 {34}			
8768	2331	Hymn 35 on Nisibis [https://syriaccorpus.org/289]	https://syriaccorpus.org/289	Edition 2						Hymn 35 on Nisibis			H. Nis. 35	Madrasha 35 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	35	http://syriaca.org/work/8737 {35}			
8769	2331	Hymn 36 on Nisibis [https://syriaccorpus.org/290]	https://syriaccorpus.org/290	Edition 2						Hymn 36 on Nisibis			H. Nis. 36	Madrasha 36 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	36	http://syriaca.org/work/8737 {36}			
8770	2331	Hymn 37 on Nisibis [https://syriaccorpus.org/291]	https://syriaccorpus.org/291	Edition 2						Hymn 37 on Nisibis			H. Nis. 37	Madrasha 37 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	37	http://syriaca.org/work/8737 {37}			
8771	2331	Hymn 38 on Nisibis [https://syriaccorpus.org/292]	https://syriaccorpus.org/292	Edition 2						Hymn 38 on Nisibis			H. Nis. 38	Madrasha 38 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	38	http://syriaca.org/work/8737 {38}			
8772	2331	Hymn 39 on Nisibis [https://syriaccorpus.org/293]	https://syriaccorpus.org/293	Edition 2						Hymn 39 on Nisibis			H. Nis. 39	Madrasha 39 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	39	http://syriaca.org/work/8737 {39}			
8773	2331	Hymn 40 on Nisibis [https://syriaccorpus.org/294]	https://syriaccorpus.org/294	Edition 2						Hymn 40 on Nisibis			H. Nis. 40	Madrasha 40 on Nisibis			http://syriaca.org/person/13	Ephrem the Syrian	http://syriaca.org/work/8737	40	http://syriaca.org/work/8737 {40}			
