New place/add data	uri	Possible URI	nameHeadword.en	nameHeadword.ar	nameHeadword.syr	placeType	abstract.en	sourceURI.abstract.en	pages.abstract.en	desc.ar	sourceURI.desc.ar	pages.desc.ar	name1.ar	sourceURI.name1	pages.name1	name2.en	sourceURI.name2	pages.name2	name3.syr	sourceURI.name3	pages.name3	name4.syr	sourceURI.name4	pages.name4	idno	idno	idno	nestedName.settlement	nestedURI.settlement	sourceURI.nested.settlement	pages.nested.settlement	nestedName.region	nestedURI.region	sourceURI.nested.region	pages.nested.region	note.disambiguation	sourceURI.note.disambiguation	pages.note.disambiguation	note.incerta	sourceURI.note.incerta	pages.note.incerta	misc comments
new place	7777		al-Qulzum	القلزم		settlement	[A]n ancient town and seaport on the Red Sea (A. Baḥr al-Ḳulzum [q.v.], Baḥr al-Hind or Baḥr al-Ḥabas̲h̲a), now administratively in the province (muḥāfaẓa) of al-Suways.	http://dx.doi.org/10.1163/1573-3912_islam_SIM_4503		وشكلت عطفه عليه لان بحر فارس يعطف من جزيرة مسقط مغربا الى مكة والى القلزم عن خمسين فرسخا من عمان ويدعى ذلك راس الجمجمة		7	القلزم	TBD	7										http://pleiades.stoa.org/places/727101																	
